category,main_category,state,backers,country,usd_pledged_real,usd_goal_real,project_time
Immersive,Theater,successful,52,US,4622,3600,29
Tabletop Games,Games,successful,140,US,5193,5000,29
Art Books,Publishing,successful,5,US,401,400,21
Country & Folk,Music,failed,32,US,1675,12500,89
Animation,Film & Video,successful,16,US,475,450,6
Tabletop Games,Games,canceled,37,GB,10559.91,15235.77,29
Illustration,Art,failed,5,ES,56.55,163.14,14
Nonfiction,Publishing,successful,24,US,1790,1750,29
Product Design,Design,successful,1310,US,132246,7000,35
Farms,Food,canceled,0,AU,0,115207.37,59
Small Batch,Food,successful,372,US,30226,24000,29
Documentary,Film & Video,failed,4,US,329,40000,29
Musical,Theater,failed,0,US,0,15000,29
Video Games,Games,successful,202,US,15712.55,12500,44
Shorts,Film & Video,successful,34,US,4030,4000,14
Graphic Design,Design,failed,54,US,1425,12000,29
Rock,Music,successful,42,US,1625.99,1500,34
Film & Video,Film & Video,failed,5,US,42,20000,29
Theater,Theater,failed,0,US,0,20000,29
Music,Music,successful,161,US,14140,12500,29
Music,Music,undefined,0,undefined,48.85,1776.38,46
Photobooks,Photography,failed,1,IT,1.1,2107.79,29
Comics,Comics,failed,7,US,734,5000,59
Art,Art,successful,28,DE,3095.28,2840.75,29
Graphic Design,Design,failed,3,US,59,300,30
Restaurants,Food,failed,35,US,1845,10000,29
Dance,Dance,successful,69,US,5526,5000,29
Narrative Film,Film & Video,canceled,20,US,355,10000,36
Games,Games,failed,0,US,0,500,29
Theater,Theater,failed,4,US,190,6300,29
Product Design,Design,failed,76,US,2859,15000,44
Documentary,Film & Video,failed,2,IT,101.55,153504.63,59
Jewelry,Fashion,successful,21,US,5652,5000,29
Theater,Theater,successful,42,US,3540,3500,29
Electronic Music,Music,failed,2,US,6,1000,44
Photography,Photography,successful,74,US,6755.01,5000,29
Childrenswear,Fashion,canceled,0,US,0,100,29
Experimental,Film & Video,failed,2,CA,1.53,6104.37,29
Tabletop Games,Games,failed,7,US,163,6000,39
Shorts,Film & Video,successful,39,DK,1964.23,1487.94,26
Technology,Technology,canceled,7,US,246,100000,29
Narrative Film,Film & Video,failed,5,US,180,850,24
Country & Folk,Music,failed,10,US,1460,2800,30
Indie Rock,Music,successful,177,US,12140.69,10001,51
Tabletop Games,Games,failed,2,US,101,2500,29
Food,Food,successful,12,US,850,850,11
Painting,Art,failed,1,US,100,8000,34
Nonfiction,Publishing,failed,2,US,77,16000,58
Shorts,Film & Video,successful,70,US,4151,3500,29
Playing Cards,Games,canceled,7,US,187,1000,20
World Music,Music,failed,1,US,10,1500,59
Fiction,Publishing,successful,14,US,197,100,34
Film & Video,Film & Video,failed,1,US,3,2500,44
Electronic Music,Music,failed,1,US,22,25000,39
Jazz,Music,successful,23,US,1001,1000,46
Tabletop Games,Games,canceled,13,AU,557.55,22451.73,29
Documentary,Film & Video,successful,220,US,16673.88,15000,29
Software,Technology,failed,68,US,538,1500000,29
Public Art,Art,successful,64,US,4245,2500,14
Country & Folk,Music,successful,102,US,6025.11,6000,29
Technology,Technology,canceled,0,US,0,10000,30
Public Art,Art,successful,62,US,6012,5000,33
Product Design,Design,canceled,24,GB,458.06,1547.51,37
Farms,Food,failed,2,IT,43.66,16371.08,39
Film & Video,Film & Video,canceled,9,US,372,115000,29
Tabletop Games,Games,successful,234,US,8666.33,8000,29
Classical Music,Music,failed,96,US,4645,7500,59
Faith,Music,failed,5,US,135,2000,29
Mixed Media,Art,successful,76,US,3749,2500,29
Country & Folk,Music,failed,11,US,420,3500,37
Tabletop Games,Games,canceled,12,US,482,4000,29
Video Games,Games,failed,1,US,1,35000,29
Food,Food,successful,160,US,13921,12524.22,29
Product Design,Design,canceled,82,US,4480,30000,30
Publishing,Publishing,successful,41,GB,957.25,510.98,13
People,Photography,failed,8,US,171,1200,29
Product Design,Design,canceled,31,US,996,12500,44
Documentary,Film & Video,successful,177,US,33157.11,32787,32
Fashion,Fashion,successful,33,US,883,864,44
Fashion,Fashion,failed,129,GB,3741.34,4642.82,29
Fantasy,Film & Video,successful,78,US,4414.5,4000,44
Playing Cards,Games,canceled,78,US,2667,9000,29
Indie Rock,Music,canceled,14,US,706,5000,39
Art Books,Publishing,failed,12,US,472,8100,29
Country & Folk,Music,successful,64,US,2595,2500,29
Art,Art,successful,20,US,3027,3000,29
Narrative Film,Film & Video,canceled,0,US,0,50000,29
Robots,Technology,failed,2,US,30,75000,29
Art,Art,failed,28,US,1504,15000,26
Technology,Technology,failed,11,US,1205,25000,29
Technology,Technology,canceled,0,US,0,18000,44
Thrillers,Film & Video,successful,301,US,38315,38000,29
Apparel,Fashion,canceled,0,US,0,38000,18
Video Games,Games,failed,275,US,7361,50000,29
Country & Folk,Music,successful,130,US,7608,7500,29
Shorts,Film & Video,successful,101,US,12175,12000,29
Radio & Podcasts,Publishing,failed,1,US,5,700,29
Film & Video,Film & Video,failed,0,US,0,22000,57
Small Batch,Food,failed,4,GB,221.36,22538.23,19
Apparel,Fashion,failed,232,US,33060,50000,30
Documentary,Film & Video,canceled,2,GB,79.33,186654.22,26
Comic Books,Comics,successful,22,US,401,200,25
Country & Folk,Music,successful,159,US,7079,6500,29
Product Design,Design,failed,2,US,120,126800,30
Pop,Music,successful,71,US,3045,3000,43
Music,Music,successful,325,US,20676,18000,31
Film & Video,Film & Video,successful,7,CA,621.17,606.01,14
Music,Music,undefined,0,undefined,0,1453.83,9
Electronic Music,Music,failed,4,US,20,1000,59
Playing Cards,Games,failed,8,US,469,600,20
Comics,Comics,successful,58,US,3740,3600,28
Shorts,Film & Video,successful,163,US,15316,14800,28
Webseries,Film & Video,canceled,4,US,95,1000,61
Theater,Theater,failed,1,US,15,4900,59
Small Batch,Food,successful,119,US,13585,13500,29
Shorts,Film & Video,successful,112,US,11993,10000,24
Tabletop Games,Games,failed,10,US,942,20000,29
Web,Technology,failed,3,US,105,60000,29
Nonfiction,Publishing,failed,0,US,0,300000,29
Art Books,Publishing,failed,11,US,270,10000,29
Performances,Dance,successful,106,US,6026,5500,29
Fashion,Fashion,failed,1,US,25,5000,44
Public Art,Art,successful,227,US,10090.16,10000,29
Footwear,Fashion,failed,95,US,9462.7,25000,46
Graphic Design,Design,failed,100,US,2658,10000,29
Documentary,Film & Video,failed,8,US,847,2500,20
Nonfiction,Publishing,successful,116,US,8488.8,7500,29
Thrillers,Film & Video,failed,4,US,800,5000,30
Shorts,Film & Video,successful,8,US,2735,2200,27
Technology,Technology,successful,290,NZ,4143.83,730.83,29
Mobile Games,Games,failed,1,GB,1.51,8326.77,29
Music,Music,failed,65,US,10250,36500,32
Comics,Comics,successful,42,US,2241,2000,29
Food,Food,failed,0,US,0,500,29
Print,Journalism,failed,75,US,4936,10000,29
Country & Folk,Music,failed,3,US,21,1000,29
Web,Technology,failed,2,US,15,50000,59
Sculpture,Art,successful,81,US,10168,9000,29
Shorts,Film & Video,successful,6,IT,466.42,457.28,29
Art,Art,failed,2,IT,34.02,31890.13,29
People,Photography,failed,27,CA,4387.47,15705.98,44
Hardware,Technology,failed,27,US,782,25000,44
Theater,Theater,successful,31,US,651,500,29
Restaurants,Food,failed,1,US,5,10000,59
Publishing,Publishing,canceled,3,US,1135,5000,44
Rock,Music,failed,7,US,400,3000,29
Playing Cards,Games,successful,174,US,5888,3000,29
Shorts,Film & Video,successful,15,US,385,350,29
Video Games,Games,failed,21,US,1725,5000,30
Film & Video,Film & Video,failed,0,US,0,2500,31
Classical Music,Music,successful,22,US,575,500,29
Rock,Music,failed,1,US,19,500,29
Technology,Technology,failed,5,US,101,2500,29
Animation,Film & Video,successful,9,US,150.44,100,29
Design,Design,failed,3,GB,4.56,3036.84,29
Product Design,Design,canceled,25,US,504,500,14
Apparel,Fashion,successful,186,US,20956,20000,31
Comedy,Film & Video,successful,12,US,1498,1498,11
Music,Music,failed,0,US,0,3000,29
Shorts,Film & Video,failed,6,US,125,1000,29
Narrative Film,Film & Video,failed,3,US,45,2500,77
Music,Music,successful,131,US,19154,18000,29
Product Design,Design,canceled,39,US,2317,5000,18
Product Design,Design,successful,631,US,60263,50000,29
Fiction,Publishing,failed,1,US,25,900,29
Camera Equipment,Technology,failed,17,US,8715,12500,29
Documentary,Film & Video,failed,1,US,100,5400,29
Journalism,Journalism,failed,96,US,5985.15,34000,27
Art,Art,failed,0,US,0,7500,14
Fashion,Fashion,successful,92,US,10250,10000,29
Tabletop Games,Games,successful,79,US,7201,4000,41
Comedy,Film & Video,canceled,6,US,275,10000,34
Shorts,Film & Video,failed,1,US,15,300,20
Apparel,Fashion,successful,86,US,15799,12000,29
Illustration,Art,successful,73,US,4689,3000,19
Anthologies,Publishing,successful,192,DE,27663.06,24554.12,29
Software,Technology,failed,0,US,0,7310,29
Children's Books,Publishing,failed,11,US,545,7000,29
Nonfiction,Publishing,failed,16,US,939,9000,20
Food,Food,successful,124,US,12521,12000,29
Art,Art,failed,6,US,187,3500,26
Film & Video,Film & Video,failed,1,US,1,9999,31
Animation,Film & Video,failed,26,US,1775,80000,29
Country & Folk,Music,successful,55,US,3176,3025,29
Nonfiction,Publishing,failed,2,US,300,2000,39
Theater,Theater,successful,69,US,3145,3000,89
Documentary,Film & Video,failed,85,US,3419,10000,59
Product Design,Design,successful,335,DE,120365.58,89077.87,34
Web,Technology,failed,8,US,332,54000,29
Documentary,Film & Video,failed,0,US,0,45000,29
Technology,Technology,failed,1,US,7,15000,27
Live Games,Games,failed,3,US,110,375000,59
Product Design,Design,failed,5,US,169,2000,29
Rock,Music,failed,0,US,0,1500,44
Art,Art,failed,14,US,331,10000,59
Classical Music,Music,successful,27,US,1234,1200,29
Public Art,Art,successful,44,US,2162,2100,20
Webseries,Film & Video,successful,308,US,30885.41,30000,39
Jazz,Music,successful,45,US,15101,15000,39
Country & Folk,Music,canceled,7,US,124,1200,29
Comedy,Film & Video,failed,49,US,2049,6000,42
Tabletop Games,Games,successful,158,US,12371.01,5000,29
Art,Art,canceled,2,US,280,50000,29
Painting,Art,failed,3,US,155,35000,29
Painting,Art,failed,4,US,358,1570,27
Indie Rock,Music,successful,22,US,1010,1000,20
Photography,Photography,failed,0,US,0,3500,29
Documentary,Film & Video,successful,207,US,17241.41,15000,29
Software,Technology,successful,59,GB,1164.45,932.91,33
Photobooks,Photography,failed,2,GB,33.55,248.48,29
Food Trucks,Food,failed,0,US,0,2000,29
Music Videos,Film & Video,successful,22,US,2344,2000,20
Technology,Technology,failed,1,US,10,30000,46
Nonfiction,Publishing,failed,1,US,5,5000,29
Art,Art,failed,55,US,3075,12500,39
Apps,Technology,failed,2,US,20,14000,29
Shorts,Film & Video,failed,6,US,300,10000,59
Woodworking,Crafts,failed,2,US,16,500,29
Food,Food,failed,2,US,51,50000,29
Comics,Comics,failed,42,US,1693,6000,34
Product Design,Design,failed,10,US,540,7200,29
Documentary,Film & Video,successful,237,US,21306,20000,29
Sculpture,Art,failed,6,US,165,4000,48
Tabletop Games,Games,successful,1481,GB,114131.23,73105.62,29
Film & Video,Film & Video,successful,19,US,3067,3000,31
Electronic Music,Music,failed,0,SE,0,703.43,59
Accessories,Fashion,failed,6,GB,708.23,6681.45,9
Tabletop Games,Games,successful,316,US,24562,20000,35
Kids,Music,failed,1,ES,110.96,7212.37,29
Food,Food,failed,12,US,911,75000,29
Installations,Art,successful,24,AU,330.58,324.98,28
Narrative Film,Film & Video,failed,2,US,35,3250,29
Rock,Music,failed,2,US,20,4625,68
Product Design,Design,failed,11,US,251,10000,44
Games,Games,failed,1,GB,77.88,7787.92,29
Hip-Hop,Music,failed,0,US,0,2000,29
Nonfiction,Publishing,successful,222,DE,13846.23,7829.22,42
Product Design,Design,successful,86,GB,4178.25,1224.93,45
Journalism,Journalism,failed,5,NO,88.69,2610.71,29
Theater,Theater,successful,30,US,626.01,525,29
Comics,Comics,failed,13,US,211,2000,29
Painting,Art,successful,61,GB,13325.78,13175.58,29
Playing Cards,Games,successful,157,SE,4943.5,1229.57,29
Nonfiction,Publishing,failed,2,US,104,25000,32
Playing Cards,Games,successful,123,GB,11841.95,11659.77,29
Punk,Music,successful,45,GB,1005.06,857.45,28
Product Design,Design,failed,13,US,265,1000,29
Live Games,Games,failed,0,DE,0,22535.97,39
Cookbooks,Food,failed,0,US,0,50,29
Rock,Music,successful,27,US,3581,3500,29
Indie Rock,Music,failed,33,FR,2182.96,4405.58,29
Music Videos,Film & Video,failed,0,US,0,1000,30
Fashion,Fashion,failed,0,US,0,1000,29
Gaming Hardware,Games,failed,1,GB,43.61,7787.92,29
Food,Food,failed,138,US,28109,55000,29
Food,Food,failed,0,AU,0,25417.57,29
Food,Food,failed,2,US,35,80000,90
Shorts,Film & Video,failed,2,US,35,3000,17
Woodworking,Crafts,canceled,3,GB,131.09,3932.72,29
Documentary,Film & Video,failed,0,US,0,75000,77
Apparel,Fashion,failed,0,US,0,13500,27
Art Books,Publishing,successful,124,US,5801,5000,29
Video Games,Games,failed,1,US,1,200,29
Comics,Comics,successful,84,US,2095,920,29
Webseries,Film & Video,failed,85,GB,7269.04,13460.54,49
Periodicals,Publishing,failed,27,US,390,5498,29
Documentary,Film & Video,failed,79,US,12945,100000,44
Crafts,Crafts,failed,7,GB,165.83,774.93,29
Music,Music,successful,207,US,21375,20000,29
Comics,Comics,successful,166,GB,8441.67,7514.39,49
Animation,Film & Video,canceled,0,US,0,17000,59
World Music,Music,failed,53,US,4125,11000,20
Illustration,Art,failed,2,US,30,300,28
Product Design,Design,successful,746,US,10896.09,4000,31
Hardware,Technology,failed,0,NL,0,6828.58,29
Shorts,Film & Video,successful,28,US,4145,3500,25
Art Books,Publishing,successful,21,US,512,180,9
Film & Video,Film & Video,successful,35,GB,759.29,519.17,59
Webseries,Film & Video,successful,69,US,4188.01,3752,29
Technology,Technology,failed,14,GB,3317.29,61669.43,29
Pop,Music,successful,58,US,4085,4000,32
Anthologies,Comics,failed,108,GB,2299.58,3372.55,29
Technology,Technology,successful,168,US,35220,20000,29
Pop,Music,failed,1,CA,8.93,2232.74,29
DIY,Crafts,failed,1,US,100,50000,29
Film & Video,Film & Video,failed,13,US,550,2500,45
Hip-Hop,Music,failed,1,US,1,3500,30
Product Design,Design,failed,2,US,2,58000,29
Music,Music,successful,43,US,2492,2000,30
Nonfiction,Publishing,failed,0,US,0,15000,29
Periodicals,Publishing,successful,56,US,3289.04,3000,29
Publishing,Publishing,successful,18,US,470,300,29
Cookbooks,Food,successful,77,FR,4428.08,2089.21,59
Hardware,Technology,canceled,21,AU,5088.74,72437.52,36
Pop,Music,successful,35,US,2525,2000,24
Hardware,Technology,suspended,25,US,550,5000,29
Sculpture,Art,failed,6,GB,20.46,1512.78,59
Illustration,Art,successful,72,US,1854,500,14
Children's Books,Publishing,failed,19,US,277,750,19
Tabletop Games,Games,successful,53,US,2179,1500,29
Tabletop Games,Games,canceled,27,US,2083,8000,30
Spaces,Theater,successful,8,US,500,500,13
Crafts,Crafts,successful,38,US,844,340,59
Tabletop Games,Games,failed,2,GB,97.85,1043.74,29
Webseries,Film & Video,failed,2,US,210,2200,59
Web,Journalism,failed,6,GB,35.05,417.25,29
Theater,Theater,failed,2,GB,2.91,437056.57,27
Publishing,Publishing,failed,0,US,0,2500,44
Childrenswear,Fashion,failed,8,US,703,9000,29
Games,Games,successful,32,US,1722,1500,28
Tabletop Games,Games,successful,474,GB,14961.91,648.9,33
Fiction,Publishing,failed,5,US,13,2500,29
Film & Video,Film & Video,canceled,0,GB,0,497.47,39
Childrenswear,Fashion,successful,124,US,20411,15000,29
Video Games,Games,failed,14,GB,1980.31,78272.98,59
Shorts,Film & Video,canceled,3,US,93,8000,34
Tabletop Games,Games,successful,642,US,21980,5000,13
Documentary,Film & Video,successful,932,GB,93702.29,27855.15,59
Web,Technology,failed,0,US,0,33750,26
Gadgets,Technology,canceled,38,US,3251,50000,29
Web,Journalism,canceled,0,US,0,2000,29
Comic Books,Comics,successful,40,US,1157,1000,38
Photobooks,Photography,successful,32,US,1516,500,23
Action,Film & Video,failed,3,GB,25.04,2347.2,29
Dance,Dance,successful,25,US,3000,3000,44
Periodicals,Publishing,failed,2,US,70,500,29
Product Design,Design,canceled,148,US,14080,11000,35
Video Games,Games,failed,8,IT,124.94,10864.02,29
Jewelry,Fashion,failed,0,CA,0,640.49,12
Painting,Art,failed,3,US,41,5000,24
Product Design,Design,successful,1100,US,57256.2,30000,29
Indie Rock,Music,successful,45,US,5939.92,5800,39
Food,Food,successful,133,US,10560,5000,24
Sound,Technology,failed,6,US,421,50000,40
Photography,Photography,canceled,5,US,121,4500,13
Design,Design,canceled,0,US,0,250,15
Jewelry,Fashion,failed,23,CA,1461.28,3867.87,29
Rock,Music,successful,67,US,5230,5000,39
Jewelry,Fashion,failed,56,US,2270,9600,29
Animation,Film & Video,failed,1,US,500,750000,39
Comedy,Film & Video,canceled,2,GB,5.91,665.14,12
Food,Food,failed,26,US,1191,10000,59
Painting,Art,failed,5,US,168,2500,29
Nonfiction,Publishing,successful,55,US,16205,15975,29
Children's Books,Publishing,failed,5,US,303,2900,29
Drinks,Food,failed,11,US,51,50000,27
Performance Art,Art,failed,0,US,0,6000,58
Comics,Comics,successful,56,US,2645,99,13
Documentary,Film & Video,failed,2,MX,112.57,5491.19,59
Digital Art,Art,failed,6,US,45,2000,35
Games,Games,successful,19,GB,651.29,615.58,20
Woodworking,Crafts,failed,29,US,1584,5750,31
Indie Rock,Music,successful,14,US,2110,2000,17
Jazz,Music,successful,56,DE,3454.43,3266.09,29
Product Design,Design,successful,257,US,20692,20000,32
Sculpture,Art,failed,3,US,150,10000,59
Places,Photography,successful,47,FR,7170.88,5631.52,47
Product Design,Design,successful,134,US,35140,35000,28
Crafts,Crafts,failed,1,CA,50.08,8090.61,29
Nonfiction,Publishing,failed,0,US,0,20000,29
Tabletop Games,Games,failed,35,US,1517,10000,29
Apparel,Fashion,failed,5,GB,106.17,758.36,29
Theater,Theater,successful,27,US,2033,2000,29
Mixed Media,Art,failed,7,US,401,5000,29
Mobile Games,Games,failed,10,AU,153.96,7331.38,29
Product Design,Design,failed,11,GB,315.93,782.01,29
Music,Music,successful,39,GB,1411.22,779.68,29
Hardware,Technology,failed,25,GB,5139,11143.03,45
Animation,Film & Video,failed,0,US,0,7713,29
Classical Music,Music,failed,3,US,239,30000,50
Painting,Art,successful,25,AU,5643.7,5439.71,21
Design,Design,successful,106,US,1651,1000,31
Faith,Music,failed,6,US,120,12250,19
Fashion,Fashion,successful,118,CA,14405.04,7545.46,30
Music,Music,failed,0,US,0,1000,19
Tabletop Games,Games,successful,46,US,1505,500,29
Television,Film & Video,failed,0,US,0,10000,59
Children's Books,Publishing,failed,8,US,167,1850,41
Music,Music,successful,266,US,17137,10000,29
Music,Music,successful,687,US,16845.24,12025,26
Graphic Novels,Comics,failed,2,US,58,1000,29
Art,Art,failed,5,US,36,4000,29
Webseries,Film & Video,failed,0,US,0,8000,58
Narrative Film,Film & Video,failed,2,US,40,6000,59
Documentary,Film & Video,failed,7,US,472,49999,14
Technology,Technology,failed,10,US,43718,200000,35
Technology,Technology,successful,331,CA,5782.25,0.75,29
Comic Books,Comics,successful,137,US,2579,2000,32
Classical Music,Music,failed,13,IE,1211.31,10141.19,29
Web,Technology,failed,5,US,14,10000,29
Film & Video,Film & Video,failed,6,US,225,3300,33
Tabletop Games,Games,successful,134,US,4146,4000,35
Fashion,Fashion,canceled,2,US,21,15000,29
Electronic Music,Music,canceled,0,CA,0,21559.16,59
Candles,Crafts,failed,3,AU,41.68,1711.95,29
Accessories,Fashion,successful,61,US,1443,895,29
Fashion,Fashion,failed,1,US,1,750,20
Product Design,Design,failed,41,DE,6623.11,38729.67,34
Art,Art,failed,2,US,20,3000,16
Video Games,Games,canceled,67,US,1585.11,10000,29
Places,Photography,successful,16,US,1201,1200,34
Tabletop Games,Games,failed,1,ES,1.06,5279.5,29
